Step 1: params = [0.0022517, 3.94e-05, 3.91e-05, 0.0185828, 0.0110872, 0.0185828, 0.0123608, 0.000232, 0.0002997, -0.0002865]
Step 1: params = [0.0001861, 0.002261, 0.0001942, 0.0249375, 0.0111855, 0.0249359, 0.0165873, 0.0003217, -0.0023571, -0.0001627]
Step 1: params = [0.0002212, 0.0002077, 0.0021724, 0.0239397, 0.0105566, 0.0239391, 0.0138337, 0.0007795, -0.0006663, 3.44e-05]
Step 1: params = [0.0017715, 0.0018904, 0.0014809, 0.0358899, 0.0238942, 0.0358851, 0.0195983, -0.0003174, 0.00037, -0.0016178]
Step 1: params = [0.0022943, 1.27e-05, 1.27e-05, 0.0180909, 0.0134535, 0.0180909, 0.0138617, -0.0015098, -5.86e-05, -2.11e-05]
Step 1: params = [0.0030671, 0.0030671, 0.0030671, 0.0711767, 0.0446268, 0.0711609, 0.0478902, 0.0035357, 0.0035357, 0.0035357]
Step 1: params = [0.0030671, 0.0030671, 0.0030671, 0.0711767, 0.0446268, 0.0711609, 0.0478902, 0.0035357, 0.0035357, 0.0035357]
Step 1: params = [0.0030671, 0.0030671, 0.0030671, 0.0711767, 0.0446268, 0.0711609, 0.0478902, 0.0035357, 0.0035357, 0.0035357]
Step 1: params = [0.0003914, 0.0021001, 0.0004299, 0.0277125, 0.0108527, 0.0277122, 0.0182557, -0.0008993, -0.0001058, 0.0011197]
Step 1: params = [0.0015757, 0.0019216, 0.001107, 0.0368478, 0.0193129, 0.036836, 0.0215485, -0.0006905, -0.0024849, 0.000799]
Step 1: params = [0.0018601, 0.0012569, 0.0010664, 0.0332304, 0.0173641, 0.0332291, 0.0176841, -0.0002658, -3.8e-06, -0.0011205]
Step 1: params = [0.0021768, 0.0001987, 0.000211, 0.0236817, 0.0096065, 0.0236813, 0.0133799, 8.18e-05, -0.0006597, 0.0007587]
Step 1: params = [0.0012891, 0.0019078, 0.0010621, 0.0362978, 0.0203268, 0.0362939, 0.0185483, 0.0020835, -0.0009326, -0.0013795]
Step 1: params = [0.0030938, 0.001854, 0.0017717, 0.0421583, 0.0164936, 0.0421633, 0.0376974, -0.0015542, 0.0004955, -0.0018143]
Step 1: params = [1.89e-05, 0.0022598, 2.66e-05, 0.0177015, 0.0110239, 0.0177016, 0.0114817, 0.0001862, 0.0002442, -0.0002462]
Step 1: params = [1.71e-05, 0.0023781, 1.62e-05, 0.0198586, 0.0123459, 0.0198585, 0.0134309, 0.0001558, -0.0029508, -9.3e-05]
Step 1: params = [7.67e-05, 0.0022498, 5.18e-05, 0.0201331, 0.0119098, 0.0201322, 0.0141274, 7.09e-05, -0.0011656, -0.0001542]
Step 1: params = [0.0033878, 0.002035, 0.0017404, 0.0431678, 0.0151807, 0.0431338, 0.0352041, 0.0015923, -0.0027132, -0.0002413]
Step 1: params = [1.41e-05, 0.0022648, 1.42e-05, 0.0170588, 0.0103851, 0.0170588, 0.0116826, -0.0001674, 0.0002519, 0.0001723]
Step 1: params = [0.0030671, 0.0030671, 0.0030671, 0.0711767, 0.0446268, 0.0711609, 0.0478902, 0.0035357, 0.0035357, 0.0035357]
Step 1: params = [0.0021931, 0.0001855, 0.0001748, 0.0235024, 0.0132151, 0.0235024, 0.0143058, -0.001202, -0.0002014, -0.0001645]
Step 1: params = [0.0030671, 0.0030671, 0.0030671, 0.0711767, 0.0446268, 0.0711609, 0.0478902, 0.0035357, 0.0035357, 0.0035357]
Step 1: params = [6.08e-05, 5.89e-05, 0.0022413, 0.0194928, 0.0100284, 0.0194928, 0.0129186, 0.0003813, -0.0003536, 0.000215]
Step 1: params = [0.0030671, 0.0030671, 0.0030671, 0.0711767, 0.0446268, 0.0711609, 0.0478902, 0.0035357, 0.0035357, 0.0035357]
Step 1: params = [0.0013461, 0.0018891, 0.0017029, 0.0370992, 0.017199, 0.0370848, 0.0239925, 0.0009085, -0.0024037, -0.001008]
Step 1: params = [0.0030671, 0.0030671, 0.0030671, 0.0711767, 0.0446268, 0.0711609, 0.0478902, 0.0035357, 0.0035357, 0.0035357]
Step 1: params = [0.0003203, 0.0022036, 0.0003005, 0.0269748, 0.0147631, 0.0269723, 0.016878, -0.0001309, -0.0021952, 0.0003952]
Step 1: params = [0.0030671, 0.0030671, 0.0030671, 0.0711767, 0.0446268, 0.0711609, 0.0478902, 0.0035357, 0.0035357, 0.0035357]
Step 1: params = [1.01e-05, 0.0021256, 2.8e-06, 0.0153806, 0.012424, 0.0153807, 0.0131791, -0.0001396, 0.0002317, -9.8e-06]
Step 1: params = [0.0030671, 0.0030671, 0.0030671, 0.0711767, 0.0446268, 0.0711609, 0.0478902, 0.0035357, 0.0035357, 0.0035357]
Step 1: params = [0.0031686, 0.0031686, 0.0031686, 0.0873347, 0.0524466, 0.0873098, 0.0549331, 0.0036741, 0.0036741, 0.0036741]
Step 1: params = [0.0031686, 0.0031686, 0.0031686, 0.0873347, 0.0524466, 0.0873098, 0.0549331, 0.0036741, 0.0036741, 0.0036741]
Step 1: params = [0.0031686, 0.0031686, 0.0031686, 0.0873347, 0.0524466, 0.0873098, 0.0549331, 0.0036741, 0.0036741, 0.0036741]
Step 1: params = [0.0031686, 0.0031686, 0.0031686, 0.0873347, 0.0524466, 0.0873098, 0.0549331, 0.0036741, 0.0036741, 0.0036741]
Step 1: params = [0.0031686, 0.0031686, 0.0031686, 0.0873347, 0.0524466, 0.0873098, 0.0549331, 0.0036741, 0.0036741, 0.0036741]
Step 1: params = [0.0027218, 0.0027218, 0.0027218, 0.0377903, 0.0009057, 0.0377879, 0.0253517, -0.012086, -0.012086, -0.012086]
Step 1: params = [0.0280621, 0.0280621, 0.0280621, 0.1591943, 0.0148375, 0.1591053, 0.1089344, -0.04548, -0.04548, -0.04548]
Step 1: params = [0.0280621, 0.0280621, 0.0280621, 0.1591943, 0.0148375, 0.1591053, 0.1089344, -0.04548, -0.04548, -0.04548]
Step 1: params = [0.0088569, 0.0119006, 0.0124332, 0.507013, 0.234816, 0.507124, 0.2371143, -0.0047337, 0.0032243, -3.99e-05]
Step 1: params = [0.0280621, 0.0280621, 0.0280621, 0.1591943, 0.0148375, 0.1591053, 0.1089344, -0.04548, -0.04548, -0.04548]
Step 1: params = [0.0006717, 0.0006747, 0.0006754, 0.0995598, 0.0552821, 0.0995587, 0.0567914, 0.0001239, 0.0001258, 0.0001254]
Step 1: params = [0.0006672, 0.0006627, 0.0007137, 0.1001891, 0.0581998, 0.1001897, 0.0598731, 0.0001201, 0.0001157, 0.0001428]
Step 1: params = [0.0006723, 0.0006697, 0.0007623, 0.1020973, 0.0631754, 0.1020969, 0.0648621, 0.0001132, 0.0001173, 0.0001584]
Step 1: params = [0.0006591, 0.0006591, 0.0007709, 0.1009221, 0.0589229, 0.1009214, 0.0606397, 0.0001131, 0.000113, 0.0001567]
Step 1: params = [0.0006617, 0.0006596, 0.0007847, 0.1014216, 0.059876, 0.101421, 0.0616469, 0.0001104, 0.0001139, 0.0001607]
Step 1: params = [0.0006475, 0.0006489, 0.0008736, 0.101408, 0.0552439, 0.1014057, 0.0573565, 0.0001065, 0.0001068, 0.0001729]
Step 1: params = [0.0280621, 0.0280621, 0.0280621, 0.1591943, 0.0148375, 0.1591053, 0.1089344, -0.04548, -0.04548, -0.04548]
Step 1: params = [0.0015479, 0.0015479, 0.001548, 0.0281191, 0.0004993, 0.0281181, 0.0188331, 0.009157, 0.0091569, 0.0091573]
Step 1: params = [0.0019253, 0.0019254, 0.0112777, 0.0501112, 0.0018342, 0.0501074, 0.0393683, -0.0105266, -0.0105269, 0.0273038]
Step 1: params = [0.0076008, 0.0076004, 0.0117818, 0.0782691, 0.0039165, 0.07825, 0.054906, -0.0229014, -0.0229006, 0.0290571]
Step 1: params = [0.0119522, 0.0119535, 0.0109325, 0.0921278, 0.0051482, 0.092097, 0.0618802, -0.0296815, -0.0296832, 0.0282887]
Step 1: params = [0.0149557, 0.0149554, 0.0102262, 0.100086, 0.0059066, 0.1000477, 0.065713, -0.0337659, -0.0337655, 0.0273826]
Step 1: params = [0.0170246, 0.0170251, 0.0097632, 0.1051131, 0.0064054, 0.10507, 0.0681012, -0.0363846, -0.036385, 0.0266965]
